original_text,original_summary,predicted_summary,rouge_scores,cosine_similarity,bert_score,myevaluation_scores,cs_PS_OT,cs_PS_OS,keyword_overlap
perfect size refreshing drink think proof simple best would first choice drink,excellent choice, great taste,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.47471103,0.8939474821090698,0.8377825164794922,0.5135583877563477,0.47471117973327637,0.0
cats live outdoor come every evening give treats get super excited every time give whiskas temptations brands keep brands avoid way gave slice ham hope helps,we love temptations, my cats love it,"{'rouge1': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575)}",0.34413967,0.8796527981758118,0.8257772907281374,0.503913402557373,0.34413960576057434,0.3333333322222222
dear raisin bran less raisin bran sincerely someone eat better cereal,too many raisins, great cereal,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.28651068,0.8652591705322266,0.7987890070676804,0.6472899913787842,0.28651076555252075,0.0
big fan annie shells white cheddar figured would try see good ok whole grain pasta whole grainy quite cook texture difference noticeable sauce seem blend well,not bad but little disappointing, not good,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.69276506,0.8733136057853699,0.8344757950305939,0.1646391749382019,0.6927649974822998,0.0
love peanut satay product truly terrible way resemble dish oily salty tastes lousy waste money brand,flavorless, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.31767923,0.8536835312843323,0.7905527302622796,0.22415083646774292,0.3176793158054352,0.0
originally tried whole bean loved saw available cup bought right away rich flavor great aroma become favorite always available get whenever,this is favorite, great taste,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.43782824,0.8329089879989624,0.7802660807967186,0.5999765396118164,0.4378284513950348,0.0
fan fear sweet fruity soda flavor unpleasant aftertaste left feeling dehydrated cotton instead refreshed energized energy drinks far continue stick monster occasions pick one though,up to monster, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.30397573,0.8609910011291504,0.796170204281807,0.14615578949451447,0.30397576093673706,0.0
wife loves item drink hot chocolate cup system great,best hot chocolate ever, hot cocoa,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.6117892,0.8693532943725586,0.8312432191251918,0.4846614599227905,0.611789345741272,0.1999999996
looking pomegranate molasses hard find stores went right checked internet,lucky find, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.29075798,0.9041200876235962,0.8340611398220062,0.2583453357219696,0.29075801372528076,0.0
great healthy chew old beagle rio loves taste sure beats arm,yummy, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.3361746,0.8479001522064209,0.7866423532366752,0.2887924611568451,0.33617451786994934,0.0
nothing beats warm bowl quaker maple brown sugar instant oatmeal breakfast whether mix milk water easy make provides nutrition need start day,delicious comfort food, great for diabetics,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.20113365,0.8569692373275757,0.7853516703844071,0.23463255167007446,0.20113366842269897,0.0
loved taste smell everything better used make years ago best delivery second party shipper ever received many thanks buy applesauce disappointed,great taste good for you, great product,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.4679595,0.8424365520477295,0.7984500509313004,0.37797343730926514,0.46795934438705444,0.249999999375
love flavors chocolate absolute favorite anyone loves water love metromint doubt really helps chocolate cravings kick,the best, love this stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.22949275,0.8304939866065979,0.7635090681910516,0.3904159665107727,0.22949257493019104,0.0
dark chocolate candy covers center blueberry acai peanut butter prominent tasty wish chocolate covering dense gets hands hot weather,dark chocolate balls, not so good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.11749265,0.8211015462875366,0.7472158773988486,0.08910158276557922,0.11749265342950821,0.0
like stews need work frying cut suggestions always wind throwing fresh potatoes use fast enough tips,when you need them, best ever,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.16325557,0.8410104513168335,0.7683372962474823,0.13388489186763763,0.16325557231903076,0.0
looking popcorn taste like movie theater popcorn buy product nothing bad product,taste just like movie theater, great popcorn,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.40810108,0.8568623661994934,0.7997432032227516,0.8150973320007324,0.40810105204582214,0.0
taking flaxseed stuff best rich fiber omega fats good thing put top hot meals give best dietary fiber buy robust nutty flavor taste great especially put cereal try like,nothing beats it for fiber, great for the price,"{'rouge1': Score(precision=0.25, recall=0.2, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.2, fmeasure=0.22222222222222224)}",0.21438852,0.8189657330513,0.752076348811388,0.2643550634384155,0.2143884152173996,0.0
love delicious mangoes subscription option ship correct times received two shipments week one shipments supposed april notified shipped charged card,subscription does not work well, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.05216393,0.8647336959838867,0.7819117940962315,0.13245825469493866,0.05216382443904877,0.0
like keep stock coconut milk pantry make curries one worked well us happy back prime shipping,coconut milk regular, good stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.2428676,0.847882866859436,0.7800953093171119,0.2996901273727417,0.24286755919456482,0.0
pasta great potato added usual gf mix tastes like real pasta,great gf pasta, great pasta,"{'rouge1': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.6666666666666666, fmeasure=0.8)}",0.86797285,0.931283712387085,0.9189134573269797,0.7602769136428833,0.8679730892181396,0.6666666644444444
tried opposed thought equal boldness flavor good boldness looking,rainforest blend, good but not the best,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.13988903,0.8104816675186157,0.7392257371544838,0.37487947940826416,0.13988909125328064,0.0
really enjoy low calorie chips good flavor good crunch crisp wondering ordering case chips one could order favorites whole flavors say flavors desired great product stop manufacturing,yummy, great chips,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.2878297,0.8352972269058228,0.7719155871868134,0.6693253517150879,0.28782975673675537,0.0
got fast grew quickly cats love excellent choice anyone make cats happy purchasing product plus cats completely stopped chewing plants house,great product, cats love it,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.11779266,0.8793644309043884,0.7996734713017941,0.649919867515564,0.11779262125492096,0.0
freshest aromatic saffron every even ups caught sniffing box tin cannot contain wonderful scent tastes good smells,highly recommended for saffron lovers, best ever,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.29014477,0.8285163044929504,0.7659748059511186,0.1590939462184906,0.29014474153518677,0.0
love fruit nut food bars larabar healthy snack unlike many fruit flavored bars actually taste dead fruit never tried cherry pie good,cherry, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.43836254,0.8644356727600098,0.8086774894595146,0.503594696521759,0.43836262822151184,0.0
gift box perfect girl list teens seniors petite delicate goody box make hit selection bought want gifts nice selection ready wrap gift bag,perfect gift, great gift,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.85703146,0.9880703687667847,0.9592555385494685,0.4946926236152649,0.857031524181366,0.3333333322222222
love tea refreshing especially hot summer naturally tasting clean,terrific, great tea,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.29283512,0.872388482093811,0.8056480878591538,0.75957852602005,0.2928350567817688,0.0
great amount money like taste sugar free though ordering regular kind,great value did not love the taste, great taste,"{'rouge1': Score(precision=1.0, recall=0.2857142857142857, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.2857142857142857, fmeasure=0.4444444444444445)}",0.6100473,0.8781053423881531,0.8479981219393525,0.5544359683990479,0.6100473403930664,0.49999999875
needed something fill breakfast lunch job tastes great,great breakfast bar, great for,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.23822135,0.8446443676948547,0.7868554189467883,0.22856026887893677,0.23822125792503357,0.3333333322222222
coffee lot like green mountain nantucket blend like like generally gm product costs less sale,pretty good, good coffee,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.3077028,0.8961324095726013,0.8380583589935756,0.4076777696609497,0.3077027201652527,0.3333333322222222
bought hoping make staple family diet received noticed eden foods label says beans processed equipment wheat feel safe using beans family since gluten intolerance sensitivity,not gluten wheat free, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.16424324,0.8425400853157043,0.7697830970585346,0.2802978754043579,0.16424314677715302,0.0
time received product packages melted thrown away everything bag melted together,melted, melted,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",0.99999994,1.0000001192092896,1.0000000986437103,0.6172466278076172,0.9999998807907104,0.9999999900000002
searching everywhere locally putting elated find amazon pudding mother made chocolate pies tradition continues thank much amazon,pudding, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.20447277,0.9987495541572571,0.9131876933574677,0.1636349856853485,0.20447278022766113,0.0
like format coffee always tastes fresh great recently ordered another count would recommend coffee anyone,always smells like fresh coffee, good stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.2036082,0.831366240978241,0.7624821971356869,0.27351969480514526,0.20360828936100006,0.0
nice aroma tasty crema smooth coffee coffee shakes follow even shots espresso mornings,great coffee, great taste,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.5303166,0.8845239281654358,0.843193696703956,0.41964784264564514,0.5303165912628174,0.3333333322222222
maybe location care honey actually smells quite bitter acidic taste better sweet aftertaste burns back throat totally different domestic honey buy better choices sure,will stick to, not the best,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.22239497,0.8678678274154663,0.7966486854851246,0.18547242879867554,0.22239486873149872,0.0
great substitute pasta calories eat want since flavor season asian italian seasoning toss cooked seasoned chicken pork ground beef,shirataki noodles, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.2150723,0.7686877250671387,0.7068740159273148,0.12447680532932281,0.21507233381271362,0.0
drink times per day morning regular coffee taste like decaf artificial taste decaf also smells great,best decaf, good taste,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.23183492,0.8380373120307922,0.7704620334506036,0.5155436992645264,0.2318350374698639,0.0
high fiber high protein use supplement daily protein intake vegetarian highly recommended really good mixing go lean crunch,eat it every day, great alternative to flax lunch,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.3407442,0.8237916827201843,0.7652646145224572,0.33381563425064087,0.340744286775589,0.0
ordered pasta friend gluten intolerant gluten free ate really liked looking something gluten free keep looking,great pasta not gluten free, gluten free heartland,"{'rouge1': Score(precision=0.6666666666666666, recall=0.4, fmeasure=0.5), 'rouge2': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rougeL': Score(precision=0.6666666666666666, recall=0.4, fmeasure=0.5)}",0.5272329,0.8422628045082092,0.8069428218363134,0.5344643592834473,0.527232825756073,0.3999999992
got price primarily taste great picks bit really much drink two feel jittery wish extra strength came packs price would awesome great product caffeine junkie like,great value not very strong, great product,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.52317864,0.8571947813034058,0.815597803573932,0.4392929673194885,0.5231785774230957,0.249999999375
foods using hydrogenated oils come add however trans fat cookies might taste cannot worth,oil fat very bad, not so good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.26293764,0.8665977120399475,0.7983435794711113,0.2071971297264099,0.2629376947879791,0.0
one dog fav glad get amazon,my puppy loves these, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.34933162,0.8557384610176086,0.7946178385615349,0.29544758796691895,0.3493317663669586,0.0
took trip bar runs good gluten eating friends family packed snacks every morning yum,great energy bar, great snack,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.23253259,0.8948274850845337,0.8291220231166736,0.5017441511154175,0.23253266513347626,0.249999999375
absolutely delicious ranks right tuna excitement category year old cat wish organic,so says my spoiled cat, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.116840705,0.831087589263916,0.7561576807498932,0.3905368149280548,0.11684072017669678,0.0
product one month use date bottles lot try use month still one best products used,very good product, great product,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.8801762,0.9316304922103882,0.9100797843599773,0.407461017370224,0.880176305770874,0.3333333322222222
product okay words edible reasonably priced however greasy care greasy foods first time ever purchased greasy jerky think grandchildren liked better ate however purchasing personal consumption future,disappointed, not bad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.35153905,0.8977462649345398,0.8325793820619584,0.27920734882354736,0.3515391945838928,0.0
finally flavored cups body flavors week gloria jeans butter toffee medium body flavor always buy cups amazon quick service great prices thanks,finally, great taste,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.23758142,0.8789103031158447,0.8076499709486962,0.46662670373916626,0.23758140206336975,0.0
delicious healthy snack gives different ordinary fruit go bad like fresh fruit would purchase,delicious, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",0.6536313,0.8680265545845032,0.8269781005382537,0.5726295113563538,0.6536314487457275,0.0
tried many varieties bbq chips hands best market salty greasy great crispy crunch plenty good bbq flavor hint sweetness brands fall short every bag mouth delicious st,best buy in bbq chips, best chips ever,"{'rouge1': Score(precision=0.6666666666666666, recall=0.4, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6666666666666666, recall=0.4, fmeasure=0.5)}",0.7266081,0.8471037745475769,0.8252559597252218,0.5279157757759094,0.7266080379486084,0.3999999992
